"","study_sh","scri_sample_id","date","state","cens.region","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","sample_type","fc","fc_methodf","fc_methodm","fc_methodc"
"153","ladeq","leau_894","1982-11-15","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",70,"sm9222e","sm9222","membranefiltration"
"154","ladeq","leau_899","1982-04-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",23,"sm9222e","sm9222","membranefiltration"
"155","ladeq","leau_907","1982-10-11","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",130,"sm9222e","sm9222","membranefiltration"
"156","ladeq","leau_892","1982-08-09","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",540,"sm9222e","sm9222","membranefiltration"
"157","ladeq","leau_902","1982-12-13","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",790,"sm9222e","sm9222","membranefiltration"
"158","ladeq","leau_898","1982-05-10","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",33,"sm9222e","sm9222","membranefiltration"
"159","ladeq","leau_654","1982-04-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",110,"sm9222e","sm9222","membranefiltration"
"160","ladeq","leau_655","1982-07-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",33,"sm9222e","sm9222","membranefiltration"
"161","ladeq","leau_657","1982-01-11","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",330,"sm9222e","sm9222","membranefiltration"
"162","ladeq","leau_660","1982-06-14","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",13,"sm9222e","sm9222","membranefiltration"
"163","ladeq","leau_661","1982-10-11","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",20,"sm9222e","sm9222","membranefiltration"
"164","ladeq","leau_663","1982-08-09","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",110,"sm9222e","sm9222","membranefiltration"
"165","ladeq","leau_664","1982-09-13","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",2400,"sm9222e","sm9222","membranefiltration"
"166","ladeq","leau_665","1982-11-15","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",49,"sm9222e","sm9222","membranefiltration"
"167","ladeq","leau_667","1982-05-10","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",20,"sm9222e","sm9222","membranefiltration"
"168","ladeq","leau_672","1982-03-08","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",790,"sm9222e","sm9222","membranefiltration"
"169","ladeq","leau_674","1982-02-08","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",110,"sm9222e","sm9222","membranefiltration"
"170","ladeq","leau_659","1982-12-13","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",540,"sm9222e","sm9222","membranefiltration"
"171","ladeq","leau_371","1982-01-11","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",17,"sm9222e","sm9222","membranefiltration"
"172","ladeq","leau_374","1982-02-08","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",40,"sm9222e","sm9222","membranefiltration"
"173","ladeq","leau_380","1982-06-14","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",22,"sm9222e","sm9222","membranefiltration"
"174","ladeq","leau_383","1982-11-15","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",49,"sm9222e","sm9222","membranefiltration"
"175","ladeq","leau_384","1982-12-13","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",110,"sm9222e","sm9222","membranefiltration"
"176","ladeq","leau_376","1982-04-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",33,"sm9222e","sm9222","membranefiltration"
"177","ladeq","leau_378","1982-09-13","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",240,"sm9222e","sm9222","membranefiltration"
"178","ladeq","leau_382","1982-05-10","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",11,"sm9222e","sm9222","membranefiltration"
"179","ladeq","leau_385","1982-07-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",170,"sm9222e","sm9222","membranefiltration"
"180","ladeq","leau_387","1982-03-08","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",110,"sm9222e","sm9222","membranefiltration"
"181","ladeq","leau_389","1982-10-11","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",94,"sm9222e","sm9222","membranefiltration"
"182","ladeq","leau_377","1982-08-09","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",130,"sm9222e","sm9222","membranefiltration"
"183","ladeq","leau_91","1982-01-11","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",2,"sm9222e","sm9222","membranefiltration"
"184","ladeq","leau_92","1982-02-09","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",490,"sm9222e","sm9222","membranefiltration"
"185","ladeq","leau_93","1982-03-08","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",79,"sm9222e","sm9222","membranefiltration"
"186","ladeq","leau_94","1982-04-13","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",23,"sm9222e","sm9222","membranefiltration"
"187","ladeq","leau_95","1982-05-11","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",330,"sm9222e","sm9222","membranefiltration"
"188","ladeq","leau_96","1982-06-15","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",110,"sm9222e","sm9222","membranefiltration"
"189","ladeq","leau_97","1982-07-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",8,"sm9222e","sm9222","membranefiltration"
"190","ladeq","leau_98","1982-09-13","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",23,"sm9222e","sm9222","membranefiltration"
"191","ladeq","leau_99","1982-10-11","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",94,"sm9222e","sm9222","membranefiltration"
"192","ladeq","leau_100","1982-11-15","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",8,"sm9222e","sm9222","membranefiltration"
"193","ladeq","leau_101","1982-12-13","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",170,"sm9222e","sm9222","membranefiltration"
"194","ladeq","leau_884","1983-02-07","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",490,"sm9222e","sm9222","membranefiltration"
"195","ladeq","leau_895","1983-03-15","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",50,"sm9222e","sm9222","membranefiltration"
"196","ladeq","leau_901","1983-04-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",130,"sm9222e","sm9222","membranefiltration"
"197","ladeq","leau_905","1983-09-13","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",540,"sm9222e","sm9222","membranefiltration"
"198","ladeq","leau_906","1983-11-15","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",79,"sm9222e","sm9222","membranefiltration"
"199","ladeq","leau_910","1983-06-13","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",70,"sm9222e","sm9222","membranefiltration"
"200","ladeq","leau_911","1983-08-09","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",170,"sm9222e","sm9222","membranefiltration"
"201","ladeq","leau_903","1983-05-09","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",110,"sm9222e","sm9222","membranefiltration"
"202","ladeq","leau_918","1983-12-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",5400,"sm9222e","sm9222","membranefiltration"
"203","ladeq","leau_912","1983-10-10","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",79,"sm9222e","sm9222","membranefiltration"
"204","ladeq","leau_920","1983-07-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",33,"sm9222e","sm9222","membranefiltration"
"205","ladeq","leau_666","1983-02-07","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",460,"sm9222e","sm9222","membranefiltration"
"206","ladeq","leau_668","1983-04-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",49,"sm9222e","sm9222","membranefiltration"
"207","ladeq","leau_673","1983-10-10","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",46,"sm9222e","sm9222","membranefiltration"
"208","ladeq","leau_683","1983-12-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",2400,"sm9222e","sm9222","membranefiltration"
"209","ladeq","leau_684","1983-09-13","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",20,"sm9222e","sm9222","membranefiltration"
"210","ladeq","leau_685","1983-06-13","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",13,"sm9222e","sm9222","membranefiltration"
"211","ladeq","leau_695","1983-08-09","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",350,"sm9222e","sm9222","membranefiltration"
"212","ladeq","leau_687","1983-11-15","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",49,"sm9222e","sm9222","membranefiltration"
"213","ladeq","leau_669","1983-03-15","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",20,"sm9222e","sm9222","membranefiltration"
"214","ladeq","leau_678","1983-05-09","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",22,"sm9222e","sm9222","membranefiltration"
"215","ladeq","leau_680","1983-07-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",17,"sm9222e","sm9222","membranefiltration"
"216","ladeq","leau_402","1983-10-10","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",280,"sm9222e","sm9222","membranefiltration"
"217","ladeq","leau_366","1983-04-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",80,"sm9222e","sm9222","membranefiltration"
